mode	day	zone	timeslot	price
5z	2026-07-08	RO	20260708-0100	108.860000
5z	2026-07-08	RO	20260708-0200	108.860000
5z	2026-07-08	RO	20260708-0300	113.980000
5z	2026-07-08	RO	20260708-0400	113.980000
5z	2026-07-08	RO	20260708-0500	250.000000
5z	2026-07-08	RO	20260708-0600	219.580000
5z	2026-07-08	RO	20260708-0700	172.370000
5z	2026-07-08	RO	20260708-0800	160.950000
5z	2026-07-08	RO	20260708-0900	9.500000
5z	2026-07-08	RO	20260708-1000	6.000000
5z	2026-07-08	RO	20260708-1100	6.000000
5z	2026-07-08	RO	20260708-1200	9.500000
5z	2026-07-08	RO	20260708-1300	74.590000
5z	2026-07-08	RO	20260708-1400	108.860000
5z	2026-07-08	RO	20260708-1500	113.980000
5z	2026-07-08	RO	20260708-1600	184.000000
5z	2026-07-08	RO	20260708-1700	263.220000
5z	2026-07-08	RO	20260708-1800	3000.000000
5z	2026-07-08	RO	20260708-1900	258.800000
5z	2026-07-08	RO	20260708-2000	185.500000
5z	2026-07-08	RO	20260708-2100	156.510000
5z	2026-07-08	RO	20260708-2200	113.980000
5z	2026-07-08	RO	20260708-2300	108.860000
5z	2026-07-08	RS	20260708-0000	108.860000
5z	2026-07-08	RS	20260708-0100	79.980000
5z	2026-07-08	RS	20260708-0200	79.980000
5z	2026-07-08	RS	20260708-0300	79.980000
5z	2026-07-08	RS	20260708-0400	113.980000
5z	2026-07-08	RS	20260708-0500	113.980000
5z	2026-07-08	RS	20260708-0600	113.980000
5z	2026-07-08	RS	20260708-0700	113.980000
5z	2026-07-08	RS	20260708-0800	108.860000
5z	2026-07-08	RS	20260708-0900	79.980000
5z	2026-07-08	RS	20260708-1000	79.980000
5z	2026-07-08	RS	20260708-1100	79.980000
5z	2026-07-08	RS	20260708-1200	79.980000
5z	2026-07-08	RS	20260708-1300	108.860000
5z	2026-07-08	RS	20260708-1400	113.980000
5z	2026-07-08	RS	20260708-1500	113.980000
5z	2026-07-08	RS	20260708-1600	176.950000
5z	2026-07-08	RS	20260708-1700	187.280000
5z	2026-07-08	RS	20260708-1800	193.680000
5z	2026-07-08	RS	20260708-1900	200.530000
5z	2026-07-08	RS	20260708-2000	184.630000
5z	2026-07-08	RS	20260708-2100	113.980000
5z	2026-07-08	RS	20260708-2200	113.980000
5z	2026-07-08	RS	20260708-2300	79.980000
