zone	timeslot	price
BE	20260714-0000	90.58
BE	20260714-0600	106.8
BE	20260714-2200	99.68
BE	20260714-1600	90.58
BE	20260714-1100	44.97
BE	20260714-0400	99.68
BE	20260714-0900	51.3
BE	20260714-2000	117.19
BE	20260714-1400	57.57
BE	20260714-2100	110.76
BE	20260714-0300	99.59
BE	20260714-0100	90.58
BE	20260714-0200	90.58
BE	20260714-0700	90.58
BE	20260714-0500	110.76
BE	20260714-2300	99.68
BE	20260714-1200	45.34
BE	20260714-1500	75.02
BE	20260714-1900	117.19
RO	20260714-1300	9.5
RO	20260714-1700	214.08
RO	20260714-1000	5
RO	20260714-0000	114.71
RO	20260714-0600	114.71
RO	20260714-2200	117.19
RO	20260714-1600	180.06
RO	20260714-1100	6.04
RO	20260714-0400	117.19
RO	20260714-0900	6.04
RO	20260714-2000	207.19
RO	20260714-1400	83.36
RO	20260714-2100	157.14
RO	20260714-0300	114.71
RO	20260714-0100	114.71
RO	20260714-0200	114.71
RO	20260714-0700	9.5
RO	20260714-0500	117.19
RO	20260714-2300	117.19
RO	20260714-1200	6.17
RO	20260714-1500	117.19
RO	20260714-1900	222.05
DK2	20260714-1300	63
DK2	20260714-1700	117.19
DK2	20260714-1000	57
DK2	20260714-0000	100.64
DK2	20260714-0600	100.64
DK2	20260714-2200	117.19
DK2	20260714-1600	114.71
DK2	20260714-1100	57
DK2	20260714-0400	117.19
DK2	20260714-0900	65.94
DK2	20260714-2000	117.19
DK2	20260714-1400	65.94
DK2	20260714-2100	117.19
DK2	20260714-0300	100.64
DK2	20260714-0100	100.64
DK2	20260714-0200	100.64
DK2	20260714-0700	100.64
DK2	20260714-0500	117.19
DK2	20260714-2300	114.71
DK2	20260714-1200	57
DK2	20260714-1500	100.64
DK2	20260714-1900	123.36
BG	20260714-1300	6.17
BG	20260714-1700	214.08
BG	20260714-1000	5
BG	20260714-0000	114.71
BG	20260714-0600	83.36
BG	20260714-2200	117.19
BG	20260714-1600	180.06
BG	20260714-1100	6.04
BG	20260714-0400	117.19
BG	20260714-0900	3.75
BG	20260714-2000	207.19
BG	20260714-1400	83.36
BG	20260714-2100	157.14
BG	20260714-0300	114.71
BG	20260714-0100	114.71
BG	20260714-0200	114.71
BG	20260714-0700	9.5
BG	20260714-0500	117.19
BG	20260714-2300	117.19
BG	20260714-1200	6.17
BG	20260714-1500	117.19
BG	20260714-1900	214.51
IT-CSOUTH	20260714-1300	140.63
IT-CSOUTH	20260714-1700	140.63
IT-CSOUTH	20260714-1000	140.63
IT-CSOUTH	20260714-0000	140.63
IT-CSOUTH	20260714-0600	140.63
IT-CSOUTH	20260714-2200	140.63
IT-CSOUTH	20260714-1600	140.63
IT-CSOUTH	20260714-1100	140.63
IT-CSOUTH	20260714-0400	140.63
IT-CSOUTH	20260714-0900	140.63
IT-CSOUTH	20260714-2000	140.63
IT-CSOUTH	20260714-1400	140.63
IT-CSOUTH	20260714-2100	140.63
IT-CSOUTH	20260714-0300	140.63
IT-CSOUTH	20260714-0100	140.63
IT-CSOUTH	20260714-0200	140.63
IT-CSOUTH	20260714-0700	140.63
IT-CSOUTH	20260714-0500	140.63
IT-CSOUTH	20260714-2300	140.63
IT-CSOUTH	20260714-1200	140.63
IT-CSOUTH	20260714-1500	140.63
IT-CSOUTH	20260714-1900	140.63
CZ	20260714-1300	80.75
CZ	20260714-1700	114.71
CZ	20260714-1000	57
CZ	20260714-0000	100.64
CZ	20260714-0600	100.64
CZ	20260714-2200	100.64
CZ	20260714-1600	114.71
CZ	20260714-1100	64.55
CZ	20260714-0400	83.36
CZ	20260714-0900	75.05
CZ	20260714-2000	114.71
CZ	20260714-1400	80.75
CZ	20260714-2100	114.71
CZ	20260714-0300	80.75
CZ	20260714-0100	100.64
CZ	20260714-0200	96
CZ	20260714-0700	100.64
CZ	20260714-0500	100.64
CZ	20260714-2300	100.64
CZ	20260714-1200	76.75
CZ	20260714-1500	100.64
CZ	20260714-1900	114.71
NO3	20260714-1300	64.33
NO3	20260714-1700	123.36
NO3	20260714-1000	56.79
NO3	20260714-0000	113.58
NO3	20260714-0600	123.36
NO3	20260714-2200	123.36
NO3	20260714-1600	113.58
NO3	20260714-1100	56.4
NO3	20260714-0400	123.36
NO3	20260714-0900	64.33
NO3	20260714-2000	123.36
NO3	20260714-1400	72.2
NO3	20260714-2100	123.36
NO3	20260714-0300	123.36
NO3	20260714-0100	113.58
NO3	20260714-0200	113.58
NO3	20260714-0700	113.58
NO3	20260714-0500	123.36
NO3	20260714-2300	123.36
NO3	20260714-1200	56.86
NO3	20260714-1500	94.08
NO3	20260714-1900	123.36
NO1	20260714-1300	51.3
NO1	20260714-1700	99.68
NO1	20260714-1000	45.29
NO1	20260714-0000	90.58
NO1	20260714-0600	108.03
NO1	20260714-2200	99.68
NO1	20260714-1600	90.58
NO1	20260714-1100	44.97
NO1	20260714-0400	99.68
NO1	20260714-0900	51.3
NO1	20260714-2000	100.8
NO1	20260714-1400	57.57
NO1	20260714-2100	99.68
NO1	20260714-0300	99.59
NO1	20260714-0100	90.58
NO1	20260714-0200	90.58
NO1	20260714-0700	98.17
NO1	20260714-0500	99.68
NO1	20260714-2300	99.68
NO1	20260714-1200	45.34
NO1	20260714-1500	75.02
NO1	20260714-1900	100.8
DE_LU	20260714-1300	63
DE_LU	20260714-1700	117.19
DE_LU	20260714-1000	57
DE_LU	20260714-0000	106.44
DE_LU	20260714-0600	114.71
DE_LU	20260714-2200	117.19
DE_LU	20260714-1600	114.71
DE_LU	20260714-1100	57
DE_LU	20260714-0400	117.19
DE_LU	20260714-0900	75.05
DE_LU	20260714-2000	117.19
DE_LU	20260714-1400	75.07
DE_LU	20260714-2100	117.19
DE_LU	20260714-0300	114.71
DE_LU	20260714-0100	106.8
DE_LU	20260714-0200	114.71
DE_LU	20260714-0700	100.64
DE_LU	20260714-0500	117.19
DE_LU	20260714-2300	114.71
DE_LU	20260714-1200	57
DE_LU	20260714-1500	100.64
DE_LU	20260714-1900	123.36
SK	20260714-1300	51.3
SK	20260714-1700	99.68
SK	20260714-1000	45.29
SK	20260714-0000	90.58
SK	20260714-0600	99.68
SK	20260714-2200	99.68
SK	20260714-1600	90.58
SK	20260714-1100	44.97
SK	20260714-0400	99.68
SK	20260714-0900	51.3
SK	20260714-2000	100.8
SK	20260714-1400	57.57
SK	20260714-2100	99.68
SK	20260714-0300	99.59
SK	20260714-0100	90.58
SK	20260714-0200	90.58
SK	20260714-0700	90.58
SK	20260714-0500	99.68
SK	20260714-2300	99.68
SK	20260714-1200	45.34
SK	20260714-1500	75.02
SK	20260714-1900	100.8
EE	20260714-1300	9.5
EE	20260714-1700	106.8
EE	20260714-1000	6.17
EE	20260714-0000	100.64
EE	20260714-0600	13.27
EE	20260714-2200	89.09
EE	20260714-1600	83.97
EE	20260714-1100	9.5
EE	20260714-0400	62.88
EE	20260714-0900	9.5
EE	20260714-2000	106.8
EE	20260714-1400	9.5
EE	20260714-2100	89.09
EE	20260714-0300	100.64
EE	20260714-0100	100.64
EE	20260714-0200	100.64
EE	20260714-0700	14.69
EE	20260714-0500	24
EE	20260714-2300	89.09
EE	20260714-1200	9.5
EE	20260714-1500	83.36
EE	20260714-1900	114.71
SE4	20260714-1300	44.31
SE4	20260714-1700	106.8
SE4	20260714-1000	57
SE4	20260714-0000	100.64
SE4	20260714-0600	100.64
SE4	20260714-2200	89.09
SE4	20260714-1600	83.97
SE4	20260714-1100	57
SE4	20260714-0400	62.88
SE4	20260714-0900	39.88
SE4	20260714-2000	106.8
SE4	20260714-1400	42.42
SE4	20260714-2100	89.09
SE4	20260714-0300	100.64
SE4	20260714-0100	100.64
SE4	20260714-0200	100.64
SE4	20260714-0700	100.64
SE4	20260714-0500	63.25
SE4	20260714-2300	89.09
SE4	20260714-1200	57
SE4	20260714-1500	83.36
SE4	20260714-1900	114.71
SI	20260715-1800	120.9
SI	20260715-2300	98.21
SI	20260715-0200	10.6
SI	20260715-1900	120.9
SI	20260715-1700	120.9
SI	20260715-1500	116
SI	20260715-1000	9.5
SI	20260715-0400	57
SI	20260715-0800	10.54
SI	20260715-0000	10.54
SI	20260715-0700	12.58
SI	20260715-0100	9.5
SI	20260715-0900	9.5
SI	20260715-1100	6.33
SI	20260715-2200	86.58
SI	20260715-2100	99.08
SI	20260715-1400	12.68
SI	20260715-0500	75.34
SI	20260715-2000	116
SI	20260715-1300	9.5
SI	20260715-0300	9.5
SI	20260715-1200	9.5
SI	20260715-1600	116
SI	20260715-0600	12.86
ES	20260715-1800	195.63
ES	20260715-2300	182.24
ES	20260715-0200	171.85
ES	20260715-1900	221.52
ES	20260715-1700	120.25
ES	20260715-1500	16
ES	20260715-1000	52.7
ES	20260715-0400	205.09
ES	20260715-0800	86.58
ES	20260715-0000	177.55
ES	20260715-0700	115.22
ES	20260715-0100	174.09
ES	20260715-0900	68.14
ES	20260715-1100	16
ES	20260715-2200	200.74
ES	20260715-2100	207.67
ES	20260715-1400	10.5
ES	20260715-0500	210.3
ES	20260715-2000	218.75
ES	20260715-1300	9.5
ES	20260715-0300	170.76
ES	20260715-1200	9.5
ES	20260715-1600	82.81
ES	20260715-0600	120.25
GR	20260715-1800	221.52
GR	20260715-2300	124.47
GR	20260715-0200	120.25
GR	20260715-1900	219.48
GR	20260715-1700	219.34
GR	20260715-1500	120.25
GR	20260715-1000	5
GR	20260715-0400	120.25
GR	20260715-0800	6.33
GR	20260715-0000	120.25
GR	20260715-0700	81.29
GR	20260715-0100	120.25
GR	20260715-0900	6.33
GR	20260715-1100	5
GR	20260715-2200	144.3
GR	20260715-2100	190.06
GR	20260715-1400	115.22
GR	20260715-0500	120.25
GR	20260715-2000	214.1
GR	20260715-1300	6.33
GR	20260715-0300	120.25
GR	20260715-1200	6.06
GR	20260715-1600	203.51
GR	20260715-0600	101.01
IT-CNORTH	20260715-1800	144.3
IT-CNORTH	20260715-2300	144.3
IT-CNORTH	20260715-0200	144.3
IT-CNORTH	20260715-1900	144.3
IT-CNORTH	20260715-1700	144.3
IT-CNORTH	20260715-1500	144.3
IT-CNORTH	20260715-1000	144.3
IT-CNORTH	20260715-0400	144.3
IT-CNORTH	20260715-0800	144.3
IT-CNORTH	20260715-0000	144.3
IT-CNORTH	20260715-0700	144.3
IT-CNORTH	20260715-0100	144.3
IT-CNORTH	20260715-0900	144.3
IT-CNORTH	20260715-1100	144.3
IT-CNORTH	20260715-2200	144.3
IT-CNORTH	20260715-2100	144.3
IT-CNORTH	20260715-1400	144.3
IT-CNORTH	20260715-0500	144.3
IT-CNORTH	20260715-2000	144.3
IT-CNORTH	20260715-1300	144.3
IT-CNORTH	20260715-0300	144.3
IT-CNORTH	20260715-1200	144.3
IT-CNORTH	20260715-1600	144.3
IT-CNORTH	20260715-0600	144.3
HU	20260715-1800	120.25
HU	20260715-2300	86.58
HU	20260715-0200	10.6
HU	20260715-1900	106.95
HU	20260715-1700	106.95
HU	20260715-1500	86.58
HU	20260715-1000	9.5
HU	20260715-0400	57
HU	20260715-0800	10.54
HU	20260715-0000	10.54
HU	20260715-0700	12.58
HU	20260715-0100	9.5
HU	20260715-0900	9.5
HU	20260715-1100	6.33
HU	20260715-2200	86.58
HU	20260715-2100	75.34
HU	20260715-1400	12.68
HU	20260715-0500	75.34
HU	20260715-2000	86.58
HU	20260715-1300	9.5
HU	20260715-0300	16.78
HU	20260715-1200	9.5
HU	20260715-1600	106.95
HU	20260715-0600	12.86
IT-SOUTH	20260715-1800	144.3
IT-SOUTH	20260715-2300	144.3
IT-SOUTH	20260715-0200	144.3
IT-SOUTH	20260715-1900	144.3
IT-SOUTH	20260715-1700	144.3
IT-SOUTH	20260715-1500	144.3
IT-SOUTH	20260715-1000	144.3
IT-SOUTH	20260715-0400	144.3
IT-SOUTH	20260715-0800	144.3
IT-SOUTH	20260715-0000	144.3
IT-SOUTH	20260715-0700	144.3
IT-SOUTH	20260715-0100	144.3
IT-SOUTH	20260715-0900	144.3
IT-SOUTH	20260715-1100	144.3
IT-SOUTH	20260715-2200	144.3
IT-SOUTH	20260715-2100	144.3
IT-SOUTH	20260715-1400	144.3
IT-SOUTH	20260715-0500	144.3
IT-SOUTH	20260715-2000	144.3
IT-SOUTH	20260715-1300	144.3
IT-SOUTH	20260715-0300	144.3
IT-SOUTH	20260715-1200	144.3
IT-SOUTH	20260715-1600	144.3
IT-SOUTH	20260715-0600	144.3
IT-Sicily	20260715-1800	144.3
IT-Sicily	20260715-2300	144.3
IT-Sicily	20260715-0200	144.3
IT-Sicily	20260715-1900	144.3
IT-Sicily	20260715-1700	144.3
IT-Sicily	20260715-1500	144.3
IT-Sicily	20260715-1000	144.3
IT-Sicily	20260715-0400	144.3
IT-Sicily	20260715-0800	144.3
IT-Sicily	20260715-0000	144.3
IT-Sicily	20260715-0700	144.3
IT-Sicily	20260715-0100	144.3
IT-Sicily	20260715-0900	144.3
IT-Sicily	20260715-1100	144.3
IT-Sicily	20260715-2200	144.3
IT-Sicily	20260715-2100	144.3
IT-Sicily	20260715-1400	144.3
IT-Sicily	20260715-0500	144.3
IT-Sicily	20260715-2000	144.3
IT-Sicily	20260715-1300	144.3
IT-Sicily	20260715-0300	144.3
IT-Sicily	20260715-1200	144.3
IT-Sicily	20260715-1600	144.3
IT-Sicily	20260715-0600	144.3
IT-Sardinia	20260715-1800	144.3
IT-Sardinia	20260715-2300	144.3
IT-Sardinia	20260715-0200	144.3
IT-Sardinia	20260715-1900	144.3
IT-Sardinia	20260715-1700	144.3
IT-Sardinia	20260715-1500	144.3
IT-Sardinia	20260715-1000	128.34
IT-Sardinia	20260715-0400	144.3
IT-Sardinia	20260715-0800	132.61
IT-Sardinia	20260715-0000	144.3
IT-Sardinia	20260715-0700	144.3
IT-Sardinia	20260715-0100	144.3
IT-Sardinia	20260715-0900	128.34
IT-Sardinia	20260715-1100	121.21
IT-Sardinia	20260715-2200	144.3
IT-Sardinia	20260715-2100	144.3
IT-Sardinia	20260715-1400	128.34
IT-Sardinia	20260715-0500	144.3
IT-Sardinia	20260715-2000	144.3
IT-Sardinia	20260715-1300	114.53
IT-Sardinia	20260715-0300	144.3
IT-Sardinia	20260715-1200	112.5
IT-Sardinia	20260715-1600	144.3
IT-Sardinia	20260715-0600	144.3
RS	20260715-1800	227.84
RS	20260715-2300	124.47
RS	20260715-0200	120.25
RS	20260715-1900	227.84
RS	20260715-1700	227.84
RS	20260715-1500	120.25
RS	20260715-1000	6.06
RS	20260715-0400	120.25
RS	20260715-0800	6.33
RS	20260715-0000	120.25
RS	20260715-0700	81.29
RS	20260715-0100	120.25
RS	20260715-0900	6.33
RS	20260715-1100	10.5
RS	20260715-2200	144.3
RS	20260715-2100	190.06
RS	20260715-1400	115.22
RS	20260715-0500	120.25
RS	20260715-2000	227.84
RS	20260715-1300	115.22
RS	20260715-0300	120.25
RS	20260715-1200	85.5
RS	20260715-1600	208.32
RS	20260715-0600	115.22
DK1	20260715-1800	144.3
DK1	20260715-2300	115.22
DK1	20260715-0200	115.22
DK1	20260715-1900	144.3
DK1	20260715-1700	120.25
DK1	20260715-1500	101.01
DK1	20260715-1000	57
DK1	20260715-0400	120.25
DK1	20260715-0800	101.01
DK1	20260715-0000	115.22
DK1	20260715-0700	115.22
DK1	20260715-0100	115.22
DK1	20260715-0900	75.24
DK1	20260715-1100	42.3
DK1	20260715-2200	120.25
DK1	20260715-2100	120.25
DK1	20260715-1400	86.58
DK1	20260715-0500	120.25
DK1	20260715-2000	126.58
DK1	20260715-1300	57
DK1	20260715-0300	120.25
DK1	20260715-1200	42.03
DK1	20260715-1600	115.22
DK1	20260715-0600	120.25
CH	20260715-1800	144.3
CH	20260715-2300	86.58
CH	20260715-0200	115.22
CH	20260715-1900	144.3
CH	20260715-1700	122.86
CH	20260715-1500	103.12
CH	20260715-1000	79.63
CH	20260715-0400	120.25
CH	20260715-0800	101.01
CH	20260715-0000	115.22
CH	20260715-0700	115.22
CH	20260715-0100	115.22
CH	20260715-0900	85.78
CH	20260715-1100	79.63
CH	20260715-2200	104.09
CH	20260715-2100	126.58
CH	20260715-1400	88.38
CH	20260715-0500	120.25
CH	20260715-2000	126.58
CH	20260715-1300	81.17
CH	20260715-0300	120.25
CH	20260715-1200	79.63
CH	20260715-1600	115.22
CH	20260715-0600	120.25
SE1	20260715-1800	1
SE1	20260715-2300	33.17
SE1	20260715-0200	1
SE1	20260715-1900	1
SE1	20260715-1700	1
SE1	20260715-1500	50.43
SE1	20260715-1000	74.95
SE1	20260715-0400	1
SE1	20260715-0800	58.09
SE1	20260715-0000	1
SE1	20260715-0700	44.42
SE1	20260715-0100	1
SE1	20260715-0900	71.02
SE1	20260715-1100	33.17
SE1	20260715-2200	1
SE1	20260715-2100	1
SE1	20260715-1400	68.95
SE1	20260715-0500	1
SE1	20260715-2000	1
SE1	20260715-1300	33.17
SE1	20260715-0300	1
SE1	20260715-1200	33.17
SE1	20260715-1600	1
SE1	20260715-0600	44.42
NO4	20260715-1800	48.11
NO4	20260715-2300	35.89
NO4	20260715-0200	26.58
NO4	20260715-1900	46.73
NO4	20260715-1700	48.73
NO4	20260715-1500	45.67
NO4	20260715-1000	35.93
NO4	20260715-0400	28.86
NO4	20260715-0800	35.2
NO4	20260715-0000	27.24
NO4	20260715-0700	36.14
NO4	20260715-0100	27.42
NO4	20260715-0900	34.6
NO4	20260715-1100	37.31
NO4	20260715-2200	39.17
NO4	20260715-2100	41.26
NO4	20260715-1400	43.76
NO4	20260715-0500	33.24
NO4	20260715-2000	44.1
NO4	20260715-1300	41.61
NO4	20260715-0300	27.09
NO4	20260715-1200	39.36
NO4	20260715-1600	47.46
NO4	20260715-0600	35.95
SE3	20260715-1800	124.6
SE3	20260715-2300	103.7
SE3	20260715-0200	96.26
SE3	20260715-1900	108.22
SE3	20260715-1700	108.22
SE3	20260715-1500	90.91
SE3	20260715-1000	52.25
SE3	20260715-0400	103.7
SE3	20260715-0800	77.92
SE3	20260715-0000	96.26
SE3	20260715-0700	90.91
SE3	20260715-0100	96.26
SE3	20260715-0900	64.39
SE3	20260715-1100	47.02
SE3	20260715-2200	103.7
SE3	20260715-2100	108.22
SE3	20260715-1400	78.93
SE3	20260715-0500	108.22
SE3	20260715-2000	108.22
SE3	20260715-1300	57
SE3	20260715-0300	103.7
SE3	20260715-1200	47.02
SE3	20260715-1600	90.91
SE3	20260715-0600	103.7
FR	20260715-1800	144.3
FR	20260715-2300	86.58
FR	20260715-0200	73.94
FR	20260715-1900	144.3
FR	20260715-1700	122.86
FR	20260715-1500	54.94
FR	20260715-1000	52.7
FR	20260715-0400	88.72
FR	20260715-0800	86.58
FR	20260715-0000	82.68
FR	20260715-0700	115.22
FR	20260715-0100	82.09
FR	20260715-0900	68.14
FR	20260715-1100	42.3
FR	20260715-2200	104.09
FR	20260715-2100	144.3
FR	20260715-1400	45.27
FR	20260715-0500	112.22
FR	20260715-2000	133.73
FR	20260715-1300	43.02
FR	20260715-0300	82.92
FR	20260715-1200	42.03
FR	20260715-1600	82.81
FR	20260715-0600	120.25
FI	20260715-1800	30
FI	20260715-2300	19.87
FI	20260715-0200	9.5
FI	20260715-1900	30
FI	20260715-1700	30
FI	20260715-1500	20.01
FI	20260715-1000	13.33
FI	20260715-0400	13.98
FI	20260715-0800	14.56
FI	20260715-0000	5
FI	20260715-0700	9.5
FI	20260715-0100	5
FI	20260715-0900	14.42
FI	20260715-1100	9.5
FI	20260715-2200	19.3
FI	20260715-2100	21.59
FI	20260715-1400	13.31
FI	20260715-0500	9.5
FI	20260715-2000	57
FI	20260715-1300	9.5
FI	20260715-0300	10.96
FI	20260715-1200	9.5
FI	20260715-1600	20.98
FI	20260715-0600	9.5
PL	20260715-1800	115.22
PL	20260715-2300	101.01
PL	20260715-0200	101.01
PL	20260715-1900	115.22
PL	20260715-1700	115.22
PL	20260715-1500	101.01
PL	20260715-1000	101.01
PL	20260715-0400	101.01
PL	20260715-0800	101.01
PL	20260715-0000	101.01
PL	20260715-0700	101.01
PL	20260715-0100	101.01
PL	20260715-0900	101.01
PL	20260715-1100	101.01
PL	20260715-2200	101.01
PL	20260715-2100	101.01
PL	20260715-1400	101.01
PL	20260715-0500	101.01
PL	20260715-2000	106.95
PL	20260715-1300	101.01
PL	20260715-0300	101.01
PL	20260715-1200	101.01
PL	20260715-1600	101.01
PL	20260715-0600	101.01
IT-Calabria	20260715-1800	144.3
IT-Calabria	20260715-2300	144.3
IT-Calabria	20260715-0200	144.3
IT-Calabria	20260715-1900	144.3
IT-Calabria	20260715-1700	144.3
IT-Calabria	20260715-1500	144.3
IT-Calabria	20260715-1000	144.3
IT-Calabria	20260715-0400	144.3
IT-Calabria	20260715-0800	144.3
IT-Calabria	20260715-0000	144.3
IT-Calabria	20260715-0700	144.3
IT-Calabria	20260715-0100	144.3
IT-Calabria	20260715-0900	144.3
IT-Calabria	20260715-1100	144.3
IT-Calabria	20260715-2200	144.3
IT-Calabria	20260715-2100	144.3
IT-Calabria	20260715-1400	144.3
IT-Calabria	20260715-0500	144.3
IT-Calabria	20260715-2000	144.3
IT-Calabria	20260715-1300	144.3
IT-Calabria	20260715-0300	144.3
IT-Calabria	20260715-1200	144.3
IT-Calabria	20260715-1600	144.3
IT-Calabria	20260715-0600	144.3
AT	20260715-1800	139.35
AT	20260715-2300	89.07
AT	20260715-0200	115.22
AT	20260715-1900	126.58
AT	20260715-1700	126.58
AT	20260715-1500	107.68
AT	20260715-1000	66.42
AT	20260715-0400	120.25
AT	20260715-0800	101.01
AT	20260715-0000	115.22
AT	20260715-0700	115.22
AT	20260715-0100	115.22
AT	20260715-0900	84.36
AT	20260715-1100	68.17
AT	20260715-2200	103.89
AT	20260715-2100	126.58
AT	20260715-1400	88.38
AT	20260715-0500	123.95
AT	20260715-2000	126.58
AT	20260715-1300	81.17
AT	20260715-0300	120.25
AT	20260715-1200	73.94
AT	20260715-1600	118.44
AT	20260715-0600	120.25
SE2	20260715-1800	1
SE2	20260715-2300	33.17
SE2	20260715-0200	1
SE2	20260715-1900	1
SE2	20260715-1700	1
SE2	20260715-1500	1
SE2	20260715-1000	39.98
SE2	20260715-0400	1
SE2	20260715-0800	57.56
SE2	20260715-0000	1
SE2	20260715-0700	44.42
SE2	20260715-0100	1
SE2	20260715-0900	50.7
SE2	20260715-1100	33.17
SE2	20260715-2200	1
SE2	20260715-2100	1
SE2	20260715-1400	1
SE2	20260715-0500	1
SE2	20260715-2000	1
SE2	20260715-1300	33.17
SE2	20260715-0300	1
SE2	20260715-1200	33.17
SE2	20260715-1600	1
SE2	20260715-0600	44.42
IT-NORTH	20260715-1800	144.3
IT-NORTH	20260715-2300	144.3
IT-NORTH	20260715-0200	144.3
IT-NORTH	20260715-1900	144.3
IT-NORTH	20260715-1700	144.3
IT-NORTH	20260715-1500	144.3
IT-NORTH	20260715-1000	144.3
IT-NORTH	20260715-0400	144.3
IT-NORTH	20260715-0800	144.3
IT-NORTH	20260715-0000	144.3
IT-NORTH	20260715-0700	144.3
IT-NORTH	20260715-0100	144.3
IT-NORTH	20260715-0900	144.3
IT-NORTH	20260715-1100	144.3
IT-NORTH	20260715-2200	144.3
IT-NORTH	20260715-2100	144.3
IT-NORTH	20260715-1400	144.3
IT-NORTH	20260715-0500	144.3
IT-NORTH	20260715-2000	144.3
IT-NORTH	20260715-1300	144.3
IT-NORTH	20260715-0300	144.3
IT-NORTH	20260715-1200	144.3
IT-NORTH	20260715-1600	144.3
IT-NORTH	20260715-0600	144.3
LT	20260715-1800	115.22
LT	20260715-2300	101.01
LT	20260715-0200	101.01
LT	20260715-1900	120.25
LT	20260715-1700	115.22
LT	20260715-1500	61.4
LT	20260715-1000	2.85
LT	20260715-0400	65.15
LT	20260715-0800	3.15
LT	20260715-0000	101.01
LT	20260715-0700	6.33
LT	20260715-0100	101.01
LT	20260715-0900	2.85
LT	20260715-1100	2.85
LT	20260715-2200	101.01
LT	20260715-2100	101.01
LT	20260715-1400	13.31
LT	20260715-0500	66.14
LT	20260715-2000	94.71
LT	20260715-1300	6.33
LT	20260715-0300	65.15
LT	20260715-1200	3.75
LT	20260715-1600	101.01
LT	20260715-0600	64.06
PT	20260715-1800	195.63
PT	20260715-2300	182.24
PT	20260715-0200	171.85
PT	20260715-1900	221.52
PT	20260715-1700	120.25
PT	20260715-1500	16
PT	20260715-1000	52.7
PT	20260715-0400	205.09
PT	20260715-0800	86.58
PT	20260715-0000	177.55
PT	20260715-0700	115.22
PT	20260715-0100	174.09
PT	20260715-0900	68.14
PT	20260715-1100	16
PT	20260715-2200	200.74
PT	20260715-2100	207.67
PT	20260715-1400	10.5
PT	20260715-0500	210.3
PT	20260715-2000	218.75
PT	20260715-1300	9.5
PT	20260715-0300	170.76
PT	20260715-1200	9.5
PT	20260715-1600	82.81
PT	20260715-0600	120.25
NO2	20260715-1800	126.58
NO2	20260715-2300	126.58
NO2	20260715-0200	124.97
NO2	20260715-1900	126.58
NO2	20260715-1700	126.58
NO2	20260715-1500	118.03
NO2	20260715-1000	61.05
NO2	20260715-0400	126.58
NO2	20260715-0800	101.17
NO2	20260715-0000	124.97
NO2	20260715-0700	118.03
NO2	20260715-0100	124.97
NO2	20260715-0900	75.24
NO2	20260715-1100	61.05
NO2	20260715-2200	126.58
NO2	20260715-2100	126.58
NO2	20260715-1400	92.23
NO2	20260715-0500	126.58
NO2	20260715-2000	126.58
NO2	20260715-1300	66.6
NO2	20260715-0300	126.58
NO2	20260715-1200	61.05
NO2	20260715-1600	118.03
NO2	20260715-0600	126.58
LV	20260715-1800	115.22
LV	20260715-2300	101.01
LV	20260715-0200	101.01
LV	20260715-1900	120.25
LV	20260715-1700	115.22
LV	20260715-1500	61.4
LV	20260715-1000	2.85
LV	20260715-0400	65.15
LV	20260715-0800	3.15
LV	20260715-0000	101.01
LV	20260715-0700	6.33
LV	20260715-0100	101.01
LV	20260715-0900	2.85
LV	20260715-1100	2.85
LV	20260715-2200	101.01
LV	20260715-2100	101.01
LV	20260715-1400	13.31
LV	20260715-0500	66.14
LV	20260715-2000	94.71
LV	20260715-1300	6.33
LV	20260715-0300	65.15
LV	20260715-1200	3.75
LV	20260715-1600	101.01
LV	20260715-0600	64.06
NL	20260715-1800	106.95
NL	20260715-2300	106.95
NL	20260715-0200	106.95
NL	20260715-1900	106.95
NL	20260715-1700	101.01
NL	20260715-1500	101.01
NL	20260715-1000	57
NL	20260715-0400	106.95
NL	20260715-0800	101.01
NL	20260715-0000	106.95
NL	20260715-0700	106.95
NL	20260715-0100	106.95
NL	20260715-0900	75.24
NL	20260715-1100	42.3
NL	20260715-2200	106.95
NL	20260715-2100	106.95
NL	20260715-1400	86.58
NL	20260715-0500	106.95
NL	20260715-2000	106.95
NL	20260715-1300	57
NL	20260715-0300	106.95
NL	20260715-1200	42.03
NL	20260715-1600	101.01
NL	20260715-0600	106.95
NO5	20260715-1800	126.58
NO5	20260715-2300	116.03
NO5	20260715-0200	111.72
NO5	20260715-1900	118.66
NO5	20260715-1700	115.56
NO5	20260715-1500	105.51
NO5	20260715-1000	54.58
NO5	20260715-0400	116.03
NO5	20260715-0800	90.44
NO5	20260715-0000	111.72
NO5	20260715-0700	105.51
NO5	20260715-0100	111.72
NO5	20260715-0900	67.26
NO5	20260715-1100	54.58
NO5	20260715-2200	116.03
NO5	20260715-2100	118.66
NO5	20260715-1400	82.45
NO5	20260715-0500	118.66
NO5	20260715-2000	118.66
NO5	20260715-1300	59.54
NO5	20260715-0300	116.03
NO5	20260715-1200	54.58
NO5	20260715-1600	105.51
NO5	20260715-0600	116.03
BE	20260715-1800	120.25
BE	20260715-2300	111.08
BE	20260715-0200	106.95
BE	20260715-1900	120.25
BE	20260715-1700	111.91
BE	20260715-1500	90.91
BE	20260715-1000	47.02
