zone	rule	period	n_hours	mae_mw	median_ae_mw
SK	ana16w	all	18024	171.04358300044385	144.00659374999992
SK	ana16w	evening	3004	162.70228806591211	138.08887500000003
SK	ana16w	jul26	504	192.54559759424603	158.9558750000001
SK	ana16w	jul26_evening	84	189.7871130952381	157.44584375000002
SK	anad2	all	18024	137.33614195361048	113.07917187500006
SK	anad2	evening	3004	125.4601678054261	105.48129687499997
SK	anad2	jul26	504	147.26635503472224	105.41235937500005
SK	anad2	jul26_evening	84	146.79912165178573	108.63242187499995
SK	anad2w	all	18024	136.85769119195243	113.23625000000001
SK	anad2w	evening	3004	125.7879335427763	106.66171875000003
SK	anad2w	jul26	504	149.47583190724208	118.22229687499998
SK	anad2w	jul26_evening	84	144.3803578869048	121.55945312500006
SK	ana16wb	all	18024	162.87878666205475	139.24843749999994
SK	ana16wb	evening	3004	154.4968035390313	133.63799999999998
SK	ana16wb	jul26	504	168.610615265377	141.5046875
SK	ana16wb	jul26_evening	84	165.22091703869043	135.78306249999997
SK	v3	all	18024	162.41350941279683	137.70960937499999
SK	v3	evening	3004	152.465215502247	130.5581249999999
SK	v3	jul26	504	167.5102347470238	136.32354687499998
SK	v3	jul26_evening	84	175.40913467261902	140.05518749999993
IT-NORTH	v2	all	18024	699.1680235054979	580.9053125
IT-NORTH	v2	evening	3004	674.3632822133823	554.4800000000001
IT-NORTH	v2	jul26	504	682.0559986181973	557.1960714285711
IT-NORTH	v2	jul26_evening	84	698.971294642857	619.4809374999999
IT-NORTH	rec3	all	18024	687.4510581262022	551.0899999999998
IT-NORTH	rec3	evening	3004	691.666159047936	555.9212500000001
IT-NORTH	rec3	jul26	504	629.7203613945578	558.2422321428568
IT-NORTH	rec3	jul26_evening	84	616.0091071428573	581.704375
IT-NORTH	d2	all	18024	717.8124217854818	537.4356250000001
IT-NORTH	d2	evening	3004	666.4762110446072	519.7224999999997
IT-NORTH	d2	jul26	504	682.432155612245	542.1756249999999
IT-NORTH	d2	jul26_evening	84	699.4761160714286	582.8274999999999
IT-NORTH	ana8	all	18024	718.464162635276	588.1624999999999
IT-NORTH	ana8	evening	3004	716.448865144474	547.3543750000001
IT-NORTH	ana8	jul26	504	623.8001000330689	537.9187499999998
IT-NORTH	ana8	jul26_evening	84	586.5655654761904	540.8421875000001
IT-NORTH	ana8b	all	18024	625.1194058291104	513.20390625
IT-NORTH	ana8b	evening	3004	623.8333250729028	492.2276562500002
IT-NORTH	ana8b	jul26	504	641.4032517833523	529.4671875
IT-NORTH	ana8b	jul26_evening	84	583.6068861607143	604.8325000000003
IT-NORTH	ana16	all	18024	714.4005014849513	587.4718750000002
IT-NORTH	ana16	evening	3004	723.9477474680426	553.7675000000005
IT-NORTH	ana16	jul26	504	598.1637223639456	537.4865625
IT-NORTH	ana16	jul26_evening	84	588.9363020833332	533.4621875
IT-NORTH	ana16b	all	18024	623.3794661379656	515.55421875
IT-NORTH	ana16b	evening	3004	624.2189420627496	496.04624999999965
IT-NORTH	ana16b	jul26	504	597.9243880208332	479.9757812499997
IT-NORTH	ana16b	jul26_evening	84	524.3704724702382	489.60562500000003
IT-NORTH	ana8w	all	18024	716.7203507439888	592.9962499999998
IT-NORTH	ana8w	evening	3004	718.3274436647804	566.69
IT-NORTH	ana8w	jul26	504	715.8313519817649	610.5706249999996
IT-NORTH	ana8w	jul26_evening	84	670.9525372023811	667.9865625
IT-NORTH	ana16w	all	18024	710.6206341153289	589.3312500000003
IT-NORTH	ana16w	evening	3004	714.9165786098536	565.575625
IT-NORTH	ana16w	jul26	504	658.480360095427	562.6534375000002
IT-NORTH	ana16w	jul26_evening	84	582.7910342261904	527.1128125
IT-NORTH	anad2	all	18024	601.5227029072917	485.2909062499998
IT-NORTH	anad2	evening	3004	595.8734619926764	460.3234375000005
IT-NORTH	anad2	jul26	504	556.1593750000001	474.4290625000001
IT-NORTH	anad2	jul26_evening	84	496.0416927083332	449.02671874999965
IT-NORTH	anad2w	all	18024	599.3133721820476	490.3575000000003
IT-NORTH	anad2w	evening	3004	591.9543843670107	457.77468749999997
IT-NORTH	anad2w	jul26	504	565.4203071263228	476.8381250000001
IT-NORTH	anad2w	jul26_evening	84	533.5886867559523	453.4289062499996
IT-NORTH	ana16wb	all	18024	623.3794661379656	515.55421875
IT-NORTH	ana16wb	evening	3004	624.2189420627496	496.04624999999965
IT-NORTH	ana16wb	jul26	504	597.9243880208332	479.9757812499997
IT-NORTH	ana16wb	jul26_evening	84	524.3704724702382	489.60562500000003
IT-NORTH	v3	all	18024	633.3127322154422	517.436875
IT-NORTH	v3	evening	3004	633.9344890417776	492.41421875000003
IT-NORTH	v3	jul26	504	607.2690569196428	525.4775000000003
IT-NORTH	v3	jul26_evening	84	589.6989694940476	529.8253125000002
IT-CNORTH	v2	all	18024	172.31996208098198	131.345
IT-CNORTH	v2	evening	3004	170.12050238570794	127.36499999999998
IT-CNORTH	v2	jul26	504	218.0032535548942	169.05468750000003
IT-CNORTH	v2	jul26_evening	84	206.49604166666666	143.93656250000004
IT-CNORTH	rec3	all	18024	171.77553144748802	126.62687500000004
IT-CNORTH	rec3	evening	3004	171.34998786340435	123.54062499999986
IT-CNORTH	rec3	jul26	504	197.5984623015873	135.94
IT-CNORTH	rec3	jul26_evening	84	229.55147321428572	146.6331249999999
IT-CNORTH	d2	all	18024	218.70986013027604	146.50625
IT-CNORTH	d2	evening	3004	183.01772858411005	134.10562500000003
IT-CNORTH	d2	jul26	504	337.37938988095243	230.06312500000007
IT-CNORTH	d2	jul26_evening	84	365.30703869047613	233.26875000000007
IT-CNORTH	ana8	all	18024	136.67108134095017	103.58500000000015
IT-CNORTH	ana8	evening	3004	148.81488834332004	104.86781249999996
IT-CNORTH	ana8	jul26	504	163.38912037037036	115.64093750000004
IT-CNORTH	ana8	jul26_evening	84	251.07218501984127	197.47093750000016
IT-CNORTH	ana8b	all	18024	138.87744200358514	105.2475
IT-CNORTH	ana8b	evening	3004	144.26178837938303	104.75999999999988
IT-CNORTH	ana8b	jul26	504	175.340720692791	132.488125
IT-CNORTH	ana8b	jul26_evening	84	207.36311507936517	142.50734375000008
IT-CNORTH	ana16	all	18024	137.57526872074004	102.58874999999992
IT-CNORTH	ana16	evening	3004	148.38251969596095	103.06312500000021
IT-CNORTH	ana16	jul26	504	153.0152476025132	98.00499999999997
IT-CNORTH	ana16	jul26_evening	84	198.01460069444443	117.27687500000002
IT-CNORTH	ana16b	all	18024	138.47018130835474	103.67781250000002
IT-CNORTH	ana16b	evening	3004	142.0009600393919	100.76437500000006
IT-CNORTH	ana16b	jul26	504	162.31704406415344	114.88937499999992
IT-CNORTH	ana16b	jul26_evening	84	173.7994035218254	101.79453125000009
IT-CNORTH	ana8w	all	18024	135.50028031407857	101.96156250000011
IT-CNORTH	ana8w	evening	3004	145.6113881491345	104.24343750000003
IT-CNORTH	ana8w	jul26	504	175.74613591269843	127.25562500000012
IT-CNORTH	ana8w	jul26_evening	84	246.94316964285719	172.58250000000027
IT-CNORTH	ana16w	all	18024	132.67238136684156	99.52281249999993
IT-CNORTH	ana16w	evening	3004	141.6171314636041	100.92062500000014
IT-CNORTH	ana16w	jul26	504	140.0514347718254	92.03625
IT-CNORTH	ana16w	jul26_evening	84	180.78965525793652	106.0437500000001
IT-CNORTH	anad2	all	18024	147.9601962239831	106.66015624999991
IT-CNORTH	anad2	evening	3004	138.45905424711498	96.12374999999997
IT-CNORTH	anad2	jul26	504	204.29423838458993	127.60984374999998
IT-CNORTH	anad2	jul26_evening	84	232.40049727182537	122.16171874999975
IT-CNORTH	anad2w	all	18024	146.21380322021037	106.38874999999996
IT-CNORTH	anad2w	evening	3004	136.05653725588104	98.32406250000003
IT-CNORTH	anad2w	jul26	504	206.94969845403438	142.7103125000001
IT-CNORTH	anad2w	jul26_evening	84	245.3016679067461	141.7070312500001
IT-CNORTH	ana16wb	all	18024	138.47018130835474	103.67781250000002
IT-CNORTH	ana16wb	evening	3004	142.0009600393919	100.76437500000006
IT-CNORTH	ana16wb	jul26	504	162.31704406415344	114.88937499999992
IT-CNORTH	ana16wb	jul26_evening	84	173.7994035218254	101.79453125000009
IT-CNORTH	v3	all	18024	140.00249460127898	105.14296875000008
IT-CNORTH	v3	evening	3004	146.34435148968043	106.13171875000006
IT-CNORTH	v3	jul26	504	156.91601603835977	111.3896875000001
IT-CNORTH	v3	jul26_evening	84	172.80173983134924	101.01015625000002
IT-CSOUTH	v2	all	18024	310.91255298490904	254.67093750000004
IT-CSOUTH	v2	evening	3004	326.326183005992	263.14156249999996
IT-CSOUTH	v2	jul26	504	325.35810143849204	257.2546875000003
IT-CSOUTH	v2	jul26_evening	84	302.9061011904762	214.86781250000013
IT-CSOUTH	rec3	all	18024	332.43236915594025	265.42500000000007
IT-CSOUTH	rec3	evening	3004	353.4769122420107	268.135
IT-CSOUTH	rec3	jul26	504	363.1028298611111	283.14875000000006
IT-CSOUTH	rec3	jul26_evening	84	397.5285416666667	257.4950000000001
IT-CSOUTH	d2	all	18024	316.9640222296198	246.79625
IT-CSOUTH	d2	evening	3004	352.6074072070573	270.06875000000014
IT-CSOUTH	d2	jul26	504	363.6531398809524	239.0675
IT-CSOUTH	d2	jul26_evening	84	408.9169940476191	188.40250000000003
IT-CSOUTH	ana8	all	18024	315.1461569180907	257.076875
IT-CSOUTH	ana8	evening	3004	342.4191844207723	266.58624999999984
IT-CSOUTH	ana8	jul26	504	277.11514384920633	203.03875000000005
IT-CSOUTH	ana8	jul26_evening	84	272.31087797619045	167.31999999999982
IT-CSOUTH	ana8b	all	18024	287.86471057109037	228.5775
IT-CSOUTH	ana8b	evening	3004	302.3267747170439	233.25484375000008
IT-CSOUTH	ana8b	jul26	504	253.94996031746032	191.2632812500001
IT-CSOUTH	ana8b	jul26_evening	84	268.92058779761896	169.84843749999993
IT-CSOUTH	ana16	all	18024	307.9267051801302	249.07531250000005
IT-CSOUTH	ana16	evening	3004	335.89118862350205	266.53
IT-CSOUTH	ana16	jul26	504	273.70820684523807	212.52437499999985
IT-CSOUTH	ana16	jul26_evening	84	266.9105654761905	176.68218750000005
IT-CSOUTH	ana16b	all	18024	288.22473914410415	231.22328125
IT-CSOUTH	ana16b	evening	3004	304.7118737516644	238.76093750000018
IT-CSOUTH	ana16b	jul26	504	245.7533767361111	171.07328124999998
IT-CSOUTH	ana16b	jul26_evening	84	259.3232663690476	123.68562500000007
IT-CSOUTH	ana8w	all	18024	331.9598019538763	269.52656249999984
IT-CSOUTH	ana8w	evening	3004	351.5433330559254	276.3581249999999
IT-CSOUTH	ana8w	jul26	504	306.20838665674603	246.6362499999999
IT-CSOUTH	ana8w	jul26_evening	84	297.6030952380952	181.6921875
IT-CSOUTH	ana16w	all	18024	330.00043638574493	270.12062500000025
IT-CSOUTH	ana16w	evening	3004	354.2194107856191	281.520625
IT-CSOUTH	ana16w	jul26	504	286.62754836309523	210.6612500000001
IT-CSOUTH	ana16w	jul26_evening	84	281.84961309523806	174.21343750000005
IT-CSOUTH	anad2	all	18024	273.0450643066189	217.3810937500001
IT-CSOUTH	anad2	evening	3004	299.0969314871837	228.7476562500001
IT-CSOUTH	anad2	jul26	504	292.6303125	217.82796875000003
IT-CSOUTH	anad2	jul26_evening	84	311.3770610119048	186.87359374999983
IT-CSOUTH	anad2w	all	18024	277.14453975717566	218.70656249999985
IT-CSOUTH	anad2w	evening	3004	300.5999801306591	228.12671875
IT-CSOUTH	anad2w	jul26	504	284.7360869295635	207.8945312499999
IT-CSOUTH	anad2w	jul26_evening	84	303.10319940476194	191.1334374999998
IT-CSOUTH	ana16wb	all	18024	288.22473914410415	231.22328125
IT-CSOUTH	ana16wb	evening	3004	304.7118737516644	238.76093750000018
IT-CSOUTH	ana16wb	jul26	504	245.7533767361111	171.07328124999998
IT-CSOUTH	ana16wb	jul26_evening	84	259.3232663690476	123.68562500000007
IT-CSOUTH	v3	all	18024	286.4546927938675	232.59234374999994
IT-CSOUTH	v3	evening	3004	304.40172676015317	240.11890625
IT-CSOUTH	v3	jul26	504	271.4482471478175	210.61249999999995
IT-CSOUTH	v3	jul26_evening	84	252.3068824404762	160.53718749999996
IT-SOUTH	v2	all	18024	349.6641698221816	283.13625
IT-SOUTH	v2	evening	3004	336.48854007157126	266.691875
IT-SOUTH	v2	jul26	504	445.3700496031746	370.0771875
IT-SOUTH	v2	jul26_evening	84	431.9674181547619	359.68875000000014
IT-SOUTH	rec3	all	18024	390.2614402787025	314.08250000000004
IT-SOUTH	rec3	evening	3004	368.50408080892146	295.9575000000001
IT-SOUTH	rec3	jul26	504	528.0421750992062	351.5793749999999
IT-SOUTH	rec3	jul26_evening	84	547.9393154761904	358.5168749999999
IT-SOUTH	d2	all	18024	400.1684709045347	307.54624999999993
IT-SOUTH	d2	evening	3004	386.3693791611185	293.93437499999993
IT-SOUTH	d2	jul26	504	571.1663169642857	332.93625000000014
IT-SOUTH	d2	jul26_evening	84	521.4680505952381	248.16625
IT-SOUTH	ana8	all	18024	357.5967319731099	285.94000000000005
IT-SOUTH	ana8	evening	3004	343.7418764563915	263.6775
IT-SOUTH	ana8	jul26	504	407.1960478670635	294.3615625
IT-SOUTH	ana8	jul26_evening	84	409.778831845238	316.05625
IT-SOUTH	ana8b	all	18024	331.0239007422973	266.50671875
IT-SOUTH	ana8b	evening	3004	320.4674941744341	246.30312499999997
IT-SOUTH	ana8b	jul26	504	388.4558885168651	271.3678124999999
IT-SOUTH	ana8b	jul26_evening	84	407.3095386904762	317.83296874999996
IT-SOUTH	ana16	all	18024	343.8573319717229	271.77437499999985
IT-SOUTH	ana16	evening	3004	330.22632053095873	250.3125
IT-SOUTH	ana16	jul26	504	405.6597470238095	297.22093750000005
IT-SOUTH	ana16	jul26_evening	84	392.3280729166666	294.43937500000004
IT-SOUTH	ana16b	all	18024	329.1374179103787	264.28734375
IT-SOUTH	ana16b	evening	3004	317.1225791652796	242.30078124999997
IT-SOUTH	ana16b	jul26	504	379.2922730654762	262.0378125000001
IT-SOUTH	ana16b	jul26_evening	84	396.1492150297619	288.52578125
IT-SOUTH	ana8w	all	18024	355.37755455688716	281.058125
IT-SOUTH	ana8w	evening	3004	342.95356628661784	262.33375
IT-SOUTH	ana8w	jul26	504	410.52754092261904	243.063125
IT-SOUTH	ana8w	jul26_evening	84	402.38615327380944	313.0959375
IT-SOUTH	ana16w	all	18024	345.2863794916963	270.70625000000007
IT-SOUTH	ana16w	evening	3004	329.4547686418109	254.486875
IT-SOUTH	ana16w	jul26	504	389.7114732142857	244.49187500000002
IT-SOUTH	ana16w	jul26_evening	84	371.9920982142857	271.67156250000005
IT-SOUTH	anad2	all	18024	332.60305997096464	260.770625
IT-SOUTH	anad2	evening	3004	318.08969072486684	248.01078125000004
IT-SOUTH	anad2	jul26	504	452.28381448412694	293.41640625
IT-SOUTH	anad2	jul26_evening	84	425.31129836309526	271.75046875
IT-SOUTH	anad2w	all	18024	331.6953393103177	259.53031250000004
IT-SOUTH	anad2w	evening	3004	316.73592189580563	245.52843749999994
IT-SOUTH	anad2w	jul26	504	436.0272098214286	273.44937500000003
IT-SOUTH	anad2w	jul26_evening	84	425.3759449404763	254.78531250000003
IT-SOUTH	ana16wb	all	18024	329.1374179103787	264.28734375
IT-SOUTH	ana16wb	evening	3004	317.1225791652796	242.30078124999997
IT-SOUTH	ana16wb	jul26	504	379.2922730654762	262.0378125000001
IT-SOUTH	ana16wb	jul26_evening	84	396.1492150297619	288.52578125
IT-SOUTH	v3	all	18024	331.1882954555963	266.01640625
IT-SOUTH	v3	evening	3004	319.23535348701733	247.08078124999997
IT-SOUTH	v3	jul26	504	417.8096490575397	323.67453125000003
IT-SOUTH	v3	jul26_evening	84	408.8718452380953	333.02640625000004
IT-Calabria	v2	all	18024	244.58753421826452	197.13406250000006
IT-Calabria	v2	evening	3004	284.4819763232357	231.50406250000003
IT-Calabria	v2	jul26	504	168.23179439484127	122.61937499999999
IT-Calabria	v2	jul26_evening	84	133.54027529761905	113.41937499999995
IT-Calabria	rec3	all	18024	237.4997163319278	184.32437500000003
IT-Calabria	rec3	evening	3004	276.90266415612524	225.195625
IT-Calabria	rec3	jul26	504	166.1693427579365	122.12562499999996
IT-Calabria	rec3	jul26_evening	84	156.78346726190475	130.76375000000002
IT-Calabria	d2	all	18024	225.9748787126424	165.04812499999994
IT-Calabria	d2	evening	3004	214.70632448402134	152.92125
IT-Calabria	d2	jul26	504	281.8749241071429	217.80624999999995
IT-Calabria	d2	jul26_evening	84	218.03438988095235	165.85125
IT-Calabria	ana8	all	18024	235.5119039798787	186.47687500000004
IT-Calabria	ana8	evening	3004	264.8189601364847	211.135625
IT-Calabria	ana8	jul26	504	231.78776488095238	192.37031249999995
IT-Calabria	ana8	jul26_evening	84	160.83824404761904	113.43250000000006
IT-Calabria	ana8b	all	18024	216.49000332080377	172.62750000000003
IT-Calabria	ana8b	evening	3004	246.05940808089215	190.81890625000005
IT-Calabria	ana8b	jul26	504	157.4138675595238	120.73640625000007
IT-Calabria	ana8b	jul26_evening	84	120.6764918154762	84.64609374999998
IT-Calabria	ana16	all	18024	237.96294281698476	190.47312499999995
IT-Calabria	ana16	evening	3004	265.0457910286285	218.96156249999999
IT-Calabria	ana16	jul26	504	245.27089409722225	208.9225
IT-Calabria	ana16	jul26_evening	84	195.7280654761905	171.4015625
IT-Calabria	ana16b	all	18024	217.27550132115516	173.1340625
IT-Calabria	ana16b	evening	3004	247.34293889397472	192.74734375000006
IT-Calabria	ana16b	jul26	504	149.49154327876983	118.71812500000001
IT-Calabria	ana16b	jul26_evening	84	123.40042782738097	85.84531250000003
IT-Calabria	ana8w	all	18024	237.32544117334297	188.5409375
IT-Calabria	ana8w	evening	3004	263.3119018392144	215.294375
IT-Calabria	ana8w	jul26	504	231.67770659722223	187.89531250000005
IT-Calabria	ana8w	jul26_evening	84	158.10839285714286	125.30343749999997
IT-Calabria	ana16w	all	18024	231.35079280172732	184.12624999999997
IT-Calabria	ana16w	evening	3004	257.3244707057257	211.37906249999997
IT-Calabria	ana16w	jul26	504	197.0075992063492	160.36562500000008
IT-Calabria	ana16w	jul26_evening	84	142.81727678571428	111.21593749999994
IT-Calabria	anad2	all	18024	202.0218717878477	158.18937500000004
IT-Calabria	anad2	evening	3004	209.16474429926762	161.32562499999995
IT-Calabria	anad2	jul26	504	222.1702007688492	183.54953125000003
IT-Calabria	anad2	jul26_evening	84	167.34215773809524	131.7671875000001
IT-Calabria	anad2w	all	18024	198.89563128906826	157.43546874999998
IT-Calabria	anad2w	evening	3004	204.30529086218377	156.05671875000002
IT-Calabria	anad2w	jul26	504	199.9892093253968	158.65421875000004
IT-Calabria	anad2w	jul26_evening	84	144.55284970238094	115.18046874999987
IT-Calabria	ana16wb	all	18024	217.27550132115516	173.1340625
IT-Calabria	ana16wb	evening	3004	247.34293889397472	192.74734375000006
IT-Calabria	ana16wb	jul26	504	149.49154327876983	118.71812500000001
IT-Calabria	ana16wb	jul26_evening	84	123.40042782738097	85.84531250000003
IT-Calabria	v3	all	18024	220.61440689497337	177.7425
IT-Calabria	v3	evening	3004	250.14564091627832	197.14796875000002
IT-Calabria	v3	jul26	504	179.47536334325397	145.74046874999993
IT-Calabria	v3	jul26_evening	84	132.06191592261908	100.87546875000004
IT-Sicily	v2	all	18024	197.76834185900282	163.04218749999995
IT-Sicily	v2	evening	3004	192.34331266644475	151.19625
IT-Sicily	v2	jul26	504	199.44467757936508	154.13593749999995
IT-Sicily	v2	jul26_evening	84	188.11580357142856	176.08187500000005
IT-Sicily	rec3	all	18024	201.82627028082925	159.54250000000002
IT-Sicily	rec3	evening	3004	196.30618383821567	140.828125
IT-Sicily	rec3	jul26	504	198.04230654761903	143.59125
IT-Sicily	rec3	jul26_evening	84	174.72736607142858	163.83250000000004
IT-Sicily	d2	all	18024	197.26824795180497	145.78125
IT-Sicily	d2	evening	3004	180.62000790612518	127.16687499999998
IT-Sicily	d2	jul26	504	203.58310168650794	125.72500000000002
IT-Sicily	d2	jul26_evening	84	158.17875000000004	110.4681250000001
IT-Sicily	ana8	all	18024	182.57912599866847	146.50718750000004
IT-Sicily	ana8	evening	3004	177.63812604027964	136.30874999999997
IT-Sicily	ana8	jul26	504	192.7601512896825	148.08999999999997
IT-Sicily	ana8	jul26_evening	84	132.15699404761904	111.25218749999993
IT-Sicily	ana8b	all	18024	181.6154957290742	149.55343750000003
IT-Sicily	ana8b	evening	3004	177.07827011900798	144.51125000000002
IT-Sicily	ana8b	jul26	504	175.18910218253967	136.2790625
IT-Sicily	ana8b	jul26_evening	84	161.2673325892857	144.47375000000005
IT-Sicily	ana16	all	18024	180.03425492399023	146.5728125
IT-Sicily	ana16	evening	3004	177.65675474367512	139.43656249999995
IT-Sicily	ana16	jul26	504	188.95476438492062	140.19843750000004
IT-Sicily	ana16	jul26_evening	84	126.43633184523809	104.27718750000003
IT-Sicily	ana16b	all	18024	181.43597940130755	150.03890625
IT-Sicily	ana16b	evening	3004	178.58387264896805	146.60749999999996
IT-Sicily	ana16b	jul26	504	176.40520709325395	138.1040625
IT-Sicily	ana16b	jul26_evening	84	164.7025186011905	156.04625000000004
IT-Sicily	ana8w	all	18024	186.657638179187	150.2625
IT-Sicily	ana8w	evening	3004	180.89697008155792	144.2946875
IT-Sicily	ana8w	jul26	504	215.22229910714282	150.62562499999996
IT-Sicily	ana8w	jul26_evening	84	144.18365327380948	123.3628124999999
IT-Sicily	ana16w	all	18024	182.62458391820167	150.36125
IT-Sicily	ana16w	evening	3004	178.7719904710386	143.19625000000008
IT-Sicily	ana16w	jul26	504	215.5851314484127	159.1621875
IT-Sicily	ana16w	jul26_evening	84	148.91103422619048	129.394375
IT-Sicily	anad2	all	18024	170.02693439765497	133.69593749999999
IT-Sicily	anad2	evening	3004	162.5305837008988	124.8196875
IT-Sicily	anad2	jul26	504	175.26497569444444	124.83859374999997
IT-Sicily	anad2	jul26_evening	84	129.70385044642856	87.47046875000001
IT-Sicily	anad2w	all	18024	170.7687020639148	134.410625
IT-Sicily	anad2w	evening	3004	162.81469883904794	126.13437500000003
IT-Sicily	anad2w	jul26	504	180.69425768849206	125.92562500000005
IT-Sicily	anad2w	jul26_evening	84	134.59792038690478	91.46156249999996
IT-Sicily	ana16wb	all	18024	181.43597940130755	150.03890625
IT-Sicily	ana16wb	evening	3004	178.58387264896805	146.60749999999996
IT-Sicily	ana16wb	jul26	504	176.40520709325395	138.1040625
IT-Sicily	ana16wb	jul26_evening	84	164.7025186011905	156.04625000000004
IT-Sicily	v3	all	18024	179.9067393544718	148.43328125
IT-Sicily	v3	evening	3004	177.972675807257	143.4053125
IT-Sicily	v3	jul26	504	174.5624255952381	132.6259375
IT-Sicily	v3	jul26_evening	84	153.0721019345238	137.31484375000005
IT-Sardinia	v2	all	18024	123.5236723026705	101.42312499999998
IT-Sardinia	v2	evening	3004	119.21930439968929	97.36125000000001
IT-Sardinia	v2	jul26	504	105.81485325727515	85.451875
IT-Sardinia	v2	jul26_evening	84	160.27561011904763	160.0678125
IT-Sardinia	rec3	all	18024	124.0246432072052	95.88875000000006
IT-Sardinia	rec3	evening	3004	117.40249022137151	89.820625
IT-Sardinia	rec3	jul26	504	98.67685846560846	78.00500000000001
IT-Sardinia	rec3	jul26_evening	84	102.01389880952381	85.554375
IT-Sardinia	d2	all	18024	126.16668929852788	92.70187499999999
IT-Sardinia	d2	evening	3004	116.49420827785174	85.31187499999997
IT-Sardinia	d2	jul26	504	108.74341104497356	76.44437500000001
IT-Sardinia	d2	jul26_evening	84	99.26766369047618	79.51000000000002
IT-Sardinia	ana8	all	18024	119.72491399199218	92.19781250000001
IT-Sardinia	ana8	evening	3004	114.16424149744785	89.846875
IT-Sardinia	ana8	jul26	504	92.24223296957672	65.479375
IT-Sardinia	ana8	jul26_evening	84	92.89172123015872	83.554375
IT-Sardinia	ana8b	all	18024	114.69200771078377	93.0784375
IT-Sardinia	ana8b	evening	3004	109.09707050321794	91.12640624999997
IT-Sardinia	ana8b	jul26	504	79.55872044477512	58.72874999999999
IT-Sardinia	ana8b	jul26_evening	84	82.53486979166668	74.01765624999999
IT-Sardinia	ana16	all	18024	118.96140641182127	92.48499999999999
IT-Sardinia	ana16	evening	3004	112.76166853917	88.23250000000002
IT-Sardinia	ana16	jul26	504	90.87954075727514	62.21531250000001
IT-Sardinia	ana16	jul26_evening	84	97.59848958333333	74.916875
IT-Sardinia	ana16b	all	18024	114.21569925284804	92.9871875
IT-Sardinia	ana16b	evening	3004	109.52021558061476	92.06890625
IT-Sardinia	ana16b	jul26	504	78.34523148148149	54.94671875
IT-Sardinia	ana16b	jul26_evening	84	79.19567336309524	66.95875000000001
IT-Sardinia	ana8w	all	18024	124.35118274014278	97.28687499999997
IT-Sardinia	ana8w	evening	3004	120.44432326342654	96.49781249999998
IT-Sardinia	ana8w	jul26	504	93.4230042989418	60.311875000000015
IT-Sardinia	ana8w	jul26_evening	84	105.23326636904763	79.69437499999998
IT-Sardinia	ana16w	all	18024	122.92724429926766	97.90906249999998
IT-Sardinia	ana16w	evening	3004	121.08313991067466	101.78624999999998
IT-Sardinia	ana16w	jul26	504	99.75381407076719	66.44437500000001
IT-Sardinia	ana16w	jul26_evening	84	122.99308779761907	116.8878125
IT-Sardinia	anad2	all	18024	109.9129821175932	85.44968749999995
IT-Sardinia	anad2	evening	3004	102.38187760069906	81.351875
IT-Sardinia	anad2	jul26	504	89.4480681630291	62.82531250000002
IT-Sardinia	anad2	jul26_evening	84	82.1729724702381	62.60515624999999
IT-Sardinia	anad2w	all	18024	110.73760571552745	86.68265625000004
IT-Sardinia	anad2w	evening	3004	104.49564684587216	82.72687499999999
IT-Sardinia	anad2w	jul26	504	91.19044911541006	66.66109374999999
IT-Sardinia	anad2w	jul26_evening	84	88.81047991071429	69.34765625
IT-Sardinia	ana16wb	all	18024	114.21569925284804	92.9871875
IT-Sardinia	ana16wb	evening	3004	109.52021558061476	92.06890625
IT-Sardinia	ana16wb	jul26	504	78.34523148148149	54.94671875
IT-Sardinia	ana16wb	jul26_evening	84	79.19567336309524	66.95875000000001
IT-Sardinia	v3	all	18024	113.95400021036765	91.64281250000002
IT-Sardinia	v3	evening	3004	107.94660844568352	89.89578124999998
IT-Sardinia	v3	jul26	504	85.13196139219576	63.82328125000001
IT-Sardinia	v3	jul26_evening	84	99.10216889880952	92.33046875000001
CH	v2	all	18024	712.1518261283012	584.0273024062498
CH	v2	evening	3004	819.7894187530792	704.5098750000001
CH	v2	jul26	504	477.59909830059524	399.7919737499999
CH	v2	jul26_evening	84	526.0454071755953	484.32727293749997
CH	rec3	all	18024	633.1624640922313	509.41550493750003
CH	rec3	evening	3004	703.5631057718459	573.2606114374996
CH	rec3	jul26	504	516.4088550972222	417.20066075
CH	rec3	jul26_evening	84	555.3932565714285	408.2488317499997
CH	d2	all	18024	630.9113927027436	460.4382180624999
CH	d2	evening	3004	689.4879542619839	523.341875
CH	d2	jul26	504	541.0081802118056	432.22566400000005
CH	d2	jul26_evening	84	674.8892997589286	514.851705625
CH	ana8	all	18024	751.2839060221266	580.4883124999999
CH	ana8	evening	3004	902.4364549794232	773.7216249999999
CH	ana8	jul26	504	721.2225034286954	618.2005006874999
CH	ana8	jul26_evening	84	846.9802774985119	665.17670278125
CH	ana8b	all	18024	646.5814249281531	529.4218991875
CH	ana8b	evening	3004	737.6316758748438	626.2355545312503
CH	ana8b	jul26	504	462.6013221860739	385.69933159375006
CH	ana8b	jul26_evening	84	564.4126092500001	464.32781393749997
CH	ana16	all	18024	731.0074834069053	568.5613125
CH	ana16	evening	3004	876.9157705749001	770.7541308125
CH	ana16	jul26	504	727.6288765215775	619.66417346875
CH	ana16	jul26_evening	84	828.7966817157738	734.2383212499999
